donor_id,project_id,rating
DR0065,PR1075,5
DR0065,PR0980,5
DR0065,PR1266,4
DR0065,PR1236,4
DR0065,PR1384,2
DR0065,PR1797,3
DR0065,PR1514,3
DR0065,PR0456,2
DR0065,PR1058,4
DR0065,PR0561,4
DR0065,PR1456,4
DR0065,PR1684,3
DR0065,PR0574,4
DR0066,PR1194,4
DR0066,PR1309,3
DR0066,PR0897,3
DR0066,PR1799,3
DR0066,PR1788,2
DR0066,PR0923,5
DR0066,PR1266,3
DR0066,PR0915,2
DR0066,PR1102,5
DR0066,PR0110,5
DR0066,PR1790,4
DR0066,PR1808,3
DR0066,PR0292,4
DR0066,PR0476,5
DR0066,PR1994,4
DR0066,PR0620,1
DR0067,PR0447,2
DR0067,PR1921,2
DR0068,PR0448,5
DR0068,PR1554,4
DR0068,PR1022,2
DR0068,PR1037,1
DR0068,PR1356,3
DR0068,PR0427,1
DR0068,PR1779,3
DR0068,PR0244,5
DR0068,PR0728,3
DR0068,PR1193,3
DR0068,PR1936,5
DR0068,PR1021,2
DR0068,PR0750,2
DR0068,PR0928,1
DR0068,PR1447,4
DR0068,PR1879,4
DR0068,PR0329,1
DR0068,PR1232,3
DR0068,PR1864,4
DR0068,PR1441,3
DR0068,PR1371,3
DR0068,PR0302,4
DR0068,PR1357,1
DR0068,PR0900,3
DR0068,PR0479,2
DR0068,PR0214,2
DR0068,PR1043,3
DR0068,PR0806,3
DR0069,PR0522,2
DR0069,PR0797,2
DR0070,PR1522,2
DR0070,PR1295,2
DR0070,PR1173,3
DR0070,PR0731,1
DR0070,PR1116,3
DR0070,PR0581,1
DR0070,PR1332,4
DR0070,PR0169,2
DR0070,PR1888,5
DR0070,PR1285,2
DR0070,PR0998,4
DR0070,PR0549,4
DR0070,PR1518,4
DR0070,PR1909,3
DR0070,PR1892,5
DR0070,PR1903,4
DR0070,PR1249,2
DR0070,PR0236,3
DR0070,PR0870,4
DR0070,PR0131,4
DR0070,PR0906,2
DR0070,PR0007,4
DR0070,PR0690,2
DR0070,PR0027,4
DR0070,PR1943,4
DR0071,PR1098,3
DR0071,PR0830,4
DR0071,PR0592,2
DR0071,PR1361,5
DR0071,PR1305,3
DR0071,PR0495,3
DR0071,PR1989,2
DR0071,PR0413,4
DR0071,PR1579,5
DR0071,PR1914,3
DR0071,PR0059,5
DR0071,PR1663,1
DR0071,PR0311,5
DR0071,PR0870,4
DR0071,PR1970,5
DR0071,PR1747,2
DR0071,PR1300,4
DR0071,PR0713,5
DR0071,PR1986,2
DR0071,PR1911,4
DR0071,PR1535,2
DR0071,PR0061,4
DR0071,PR1178,5
DR0071,PR1487,2
DR0071,PR1323,3
DR0071,PR1199,1
DR0072,PR1843,3
DR0072,PR0428,3
DR0072,PR1486,1
DR0072,PR0897,3
DR0072,PR1991,3
DR0072,PR0868,1
DR0072,PR1135,2
DR0072,PR0453,2
DR0072,PR1825,4
DR0072,PR0863,2
DR0073,PR0602,2
DR0073,PR0056,2
DR0073,PR1264,3
DR0073,PR0337,4
DR0073,PR0433,3
DR0073,PR0503,5
DR0073,PR1592,3
DR0073,PR1758,3
DR0073,PR0718,3
DR0073,PR0129,3
DR0073,PR0938,2
DR0073,PR0623,2
DR0073,PR1744,4
DR0073,PR0810,3
DR0073,PR1860,4
DR0073,PR0739,4
DR0073,PR0890,2
DR0073,PR1806,1
DR0073,PR0630,2
DR0073,PR0287,4
DR0073,PR1779,4
DR0073,PR1657,4
DR0073,PR0772,2
DR0073,PR1667,5
DR0073,PR0108,4
DR0073,PR0226,3
DR0073,PR1126,1
DR0073,PR0786,4
DR0073,PR0505,2
DR0073,PR1003,5
DR0073,PR1540,5
DR0074,PR1597,3
DR0074,PR0591,2
DR0074,PR1896,3
DR0074,PR1400,3
DR0074,PR0524,3
DR0074,PR1793,2
DR0074,PR1126,4
DR0076,PR1960,2
DR0076,PR0479,4
DR0076,PR0136,4
DR0076,PR0518,3
DR0076,PR1895,3
DR0076,PR0740,3
DR0077,PR0406,2
DR0077,PR0305,1
DR0077,PR0733,4
DR0077,PR0191,1
DR0077,PR0235,1
DR0077,PR0534,2
DR0077,PR1427,2
DR0077,PR1601,3
DR0077,PR1205,3
DR0077,PR0938,1
DR0077,PR1078,2
DR0077,PR1059,4
DR0077,PR0956,4
DR0077,PR1208,3
DR0077,PR1688,1
DR0078,PR1481,3
DR0078,PR1427,5
DR0079,PR0176,3
DR0079,PR0640,2
DR0079,PR0423,2
DR0079,PR1193,2
DR0079,PR0173,3
DR0079,PR0665,1
DR0079,PR0189,3
DR0079,PR1922,3
DR0079,PR0133,1
DR0079,PR0513,4
DR0079,PR0469,4
DR0079,PR0888,3
DR0079,PR0986,2
DR0079,PR1096,4
DR0079,PR0845,1
DR0079,PR0350,5
DR0079,PR1293,2
DR0079,PR0213,4
DR0079,PR1936,1
DR0079,PR1639,1
DR0079,PR0031,2
DR0079,PR0996,1
DR0079,PR1636,5
DR0079,PR1124,3
DR0079,PR0159,3
DR0079,PR0935,3
DR0079,PR0200,5
DR0079,PR0093,5
DR0079,PR1260,1
DR0079,PR1376,2
DR0079,PR0831,4
DR0080,PR0345,4
DR0080,PR0591,1
DR0081,PR1615,3
DR0081,PR0315,1
DR0081,PR0056,2
DR0081,PR0827,2
DR0082,PR1513,3
DR0082,PR1206,1
DR0083,PR1762,3
DR0084,PR1829,1
DR0084,PR0512,5
DR0084,PR0422,4
DR0084,PR1739,4
DR0084,PR1516,4
DR0084,PR1064,2
DR0084,PR0289,2
DR0084,PR0264,3
DR0084,PR0278,2
DR0084,PR1747,3
DR0084,PR0280,2
DR0084,PR0570,3
DR0084,PR0077,3
DR0084,PR0065,3
DR0084,PR0655,5
DR0084,PR0476,2
DR0084,PR1780,2
DR0084,PR1203,2
DR0084,PR0268,3
DR0084,PR0378,3
DR0084,PR1362,4
DR0084,PR0361,4
DR0084,PR0097,2
DR0084,PR0763,2
DR0084,PR0774,2
DR0084,PR0287,3
DR0084,PR1342,4
DR0085,PR0611,3
DR0085,PR1249,3
DR0085,PR0907,3
DR0085,PR0877,3
DR0085,PR1625,4
DR0085,PR0011,3
DR0085,PR0355,4
DR0085,PR0541,2
DR0085,PR1196,3
DR0085,PR1049,3
DR0085,PR0881,3
DR0085,PR0880,2
DR0085,PR0396,3
DR0085,PR0549,2
DR0085,PR0357,3
DR0085,PR1527,4
DR0085,PR0112,3
DR0085,PR1495,2
DR0085,PR1660,3
DR0086,PR1966,4
DR0086,PR0828,3
DR0086,PR0760,2
DR0086,PR1668,4
DR0086,PR0681,4
DR0086,PR1153,2
DR0086,PR1735,4
DR0086,PR0136,4
DR0086,PR0548,5
DR0086,PR1000,5
DR0086,PR1565,3
DR0086,PR1838,4
DR0086,PR0799,4
DR0086,PR1967,3
DR0086,PR0323,3
DR0086,PR0758,4
DR0086,PR1613,4
DR0086,PR0505,3
DR0086,PR1787,4
DR0086,PR1310,4
DR0086,PR1047,3
DR0086,PR0125,4
DR0086,PR1269,4
DR0086,PR1877,2
DR0086,PR0854,2
DR0086,PR0853,5
DR0086,PR0615,4
DR0086,PR0216,3
DR0086,PR0546,5
DR0086,PR0969,2
DR0087,PR0212,3
DR0087,PR0694,2
DR0088,PR0938,3
DR0088,PR1769,5
DR0089,PR1948,3
DR0089,PR0403,3
DR0089,PR1526,1
DR0089,PR1281,4
DR0089,PR1121,2
DR0089,PR1908,3
DR0089,PR0460,3
DR0089,PR0664,2
DR0089,PR0556,3
DR0089,PR0436,5
DR0089,PR1926,3
DR0089,PR1351,3
DR0089,PR0587,3
DR0089,PR0842,3
DR0089,PR1124,2
DR0089,PR0673,5
DR0089,PR1025,1
DR0089,PR1535,3
DR0089,PR0879,4
DR0089,PR0505,3
DR0089,PR1370,4
DR0090,PR0182,3
DR0090,PR0060,3
DR0090,PR0502,4
DR0090,PR0048,3
DR0090,PR1019,2
DR0090,PR1652,4
DR0090,PR0427,3
DR0090,PR0971,2
DR0090,PR0268,5
DR0090,PR0778,5
DR0090,PR0121,3
DR0090,PR0966,2
DR0090,PR1416,4
DR0090,PR0341,4
DR0090,PR1588,3
DR0090,PR1701,2
DR0090,PR1584,3
DR0090,PR0009,4
DR0090,PR1932,4
DR0090,PR0196,5
DR0090,PR0561,3
DR0090,PR1099,3
DR0090,PR1257,4
DR0090,PR0868,3
DR0090,PR1669,3
DR0091,PR1879,2
DR0091,PR1672,4
DR0091,PR0392,1
DR0091,PR1225,4
DR0091,PR0223,2
DR0091,PR0943,3
DR0091,PR0285,5
DR0091,PR1533,4
DR0091,PR1907,3
DR0091,PR1199,1
DR0091,PR1763,3
DR0091,PR1652,5
DR0091,PR1206,1
DR0091,PR1292,4
DR0091,PR1842,3
DR0091,PR0616,2
DR0091,PR0024,2
DR0091,PR0441,1
DR0091,PR0810,1
DR0091,PR1681,3
DR0091,PR1173,2
DR0092,PR1609,2
DR0092,PR1584,4
DR0092,PR1170,2
DR0092,PR0057,3
DR0093,PR1498,3
DR0094,PR1560,2
DR0094,PR1545,2
DR0094,PR0167,3
DR0094,PR0399,3
DR0094,PR0464,4
DR0094,PR0475,3
DR0095,PR0421,2
DR0095,PR1960,4
DR0095,PR1405,2
DR0096,PR1691,3
DR0097,PR1633,5
DR0097,PR1416,4
DR0097,PR0544,3
DR0097,PR0182,2
DR0097,PR1492,1
DR0097,PR0128,2
DR0098,PR1115,1
DR0098,PR0187,1
DR0100,PR0580,5
DR0100,PR1185,2
DR0100,PR1341,3
DR0100,PR1455,4
DR0100,PR1209,4
DR0100,PR1358,5
DR0100,PR1347,3
DR0100,PR0171,3
DR0100,PR1581,1
DR0100,PR0052,5
DR0100,PR0098,4
DR0100,PR1738,3
DR0100,PR0639,2
DR0100,PR1344,2
DR0100,PR1842,5
DR0100,PR1890,4
DR0100,PR0331,2
DR0100,PR1831,5
DR0101,PR1914,5
DR0101,PR0675,1
DR0101,PR0620,4
DR0101,PR1134,5
DR0101,PR0535,1
DR0101,PR1819,5
DR0101,PR0320,3
DR0101,PR0123,1
DR0101,PR0430,4
DR0101,PR0654,1
DR0101,PR0405,4
DR0101,PR0153,1
DR0101,PR0872,3
DR0101,PR0126,2
DR0101,PR1425,2
DR0101,PR0980,4
DR0101,PR1159,3
DR0102,PR0634,3
DR0102,PR1897,4
DR0102,PR1736,1
DR0102,PR1674,1
DR0102,PR0034,2
DR0102,PR0278,3
DR0102,PR0622,4
DR0102,PR1856,2
DR0102,PR0951,2
DR0102,PR1371,3
DR0102,PR1777,4
DR0102,PR0009,4
DR0102,PR0331,3
DR0102,PR1988,5
DR0102,PR1911,3
DR0103,PR1045,3
DR0103,PR0755,4
DR0103,PR1006,2
DR0104,PR0147,5
DR0104,PR0490,1
DR0104,PR1135,3
DR0104,PR1616,2
DR0105,PR1988,1
DR0105,PR0228,2
DR0105,PR1347,5
DR0105,PR0777,2
DR0105,PR0251,1
DR0105,PR1603,3
DR0105,PR1183,3
DR0105,PR0587,3
DR0105,PR0347,3
DR0105,PR0511,3
DR0105,PR1314,2
DR0105,PR0311,3
DR0105,PR0244,2
DR0105,PR0714,2
DR0105,PR0582,4
DR0105,PR1797,3
DR0105,PR0099,2
DR0106,PR0154,1
DR0107,PR1297,3
DR0107,PR0745,4
DR0107,PR0580,5
DR0108,PR0956,2
DR0108,PR1196,3
DR0108,PR1112,5
DR0108,PR1224,2
DR0108,PR1444,1
DR0108,PR1257,3
DR0108,PR0566,3
DR0108,PR1067,3
DR0108,PR1077,4
DR0108,PR1874,3
DR0108,PR1864,3
DR0108,PR0736,3
DR0108,PR0873,3
DR0108,PR0800,3
DR0108,PR1239,4
DR0109,PR0607,4
DR0110,PR1745,3
DR0110,PR0378,3
DR0110,PR0919,2
DR0110,PR1307,3
DR0110,PR1484,3
DR0110,PR0177,1
DR0111,PR0784,3
DR0111,PR1790,4
DR0111,PR0017,1
DR0111,PR0976,1
DR0111,PR0047,5
DR0111,PR1359,5
DR0111,PR0088,3
DR0111,PR0170,3
DR0111,PR0603,1
DR0111,PR1760,2
DR0111,PR1340,5
DR0111,PR1887,4
DR0111,PR0563,3
DR0111,PR0228,3
DR0111,PR1718,1
DR0111,PR0456,3
DR0111,PR0011,2
DR0111,PR1677,4
DR0111,PR0775,2
DR0111,PR1043,4
DR0111,PR1328,3
DR0111,PR1958,2
DR0111,PR1969,2
DR0111,PR0863,2
DR0111,PR1764,2
DR0111,PR0369,2
DR0111,PR0534,1
DR0111,PR0083,2
DR0111,PR1613,2
DR0111,PR1435,2
DR0112,PR0395,1
DR0112,PR0734,1
